ds,trend,confirmed,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,country
2021-01-28,29898.23728126642,69629,62023,76941,29845.118444103944,29938.211366279957,0.0,0.0,0.0,0.0,0.0,0.0,1.3288777838131478,1.3288777838131478,1.3288777838131478,1.3288777838131478,1.3288777838131478,1.3288777838131478,Brazil
2021-01-29,30051.876760458013,63313,55467,70633,29972.32408498085,30122.431470833737,0.0,0.0,0.0,0.0,0.0,0.0,1.1067737326548723,1.1067737326548723,1.1067737326548723,1.1067737326548723,1.1067737326548723,1.1067737326548723,Brazil
2021-01-30,30205.51623964962,59807,52554,67913,30086.272236138964,30305.7475346498,0.0,0.0,0.0,0.0,0.0,0.0,0.9799943531109735,0.9799943531109735,0.9799943531109735,0.9799943531109735,0.9799943531109735,0.9799943531109735,Brazil
2021-01-24,174.76270506671824,125,-30,282,174.76270506671824,174.76270506671824,0.0,0.0,0.0,0.0,0.0,0.0,-0.2835402762963001,-0.2835402762963001,-0.2835402762963001,-0.2835402762963001,-0.2835402762963001,-0.2835402762963001,Bulgaria
2021-01-25,174.41814159665972,450,296,593,174.41814159665972,174.41814159665972,0.0,0.0,0.0,0.0,0.0,0.0,1.5788231491383755,1.5788231491383755,1.5788231491383755,1.5788231491383755,1.5788231491383755,1.5788231491383755,Bulgaria
2021-01-26,174.0735781266012,614,460,773,174.0735781266012,174.2954614138339,0.0,0.0,0.0,0.0,0.0,0.0,2.52461893394944,2.52461893394944,2.52461893394944,2.52461893394944,2.52461893394944,2.52461893394944,Bulgaria
2021-01-27,173.7290146565427,543,385,706,171.95615244242137,176.71518994269775,0.0,0.0,0.0,0.0,0.0,0.0,2.123813798638855,2.123813798638855,2.123813798638855,2.123813798638855,2.123813798638855,2.123813798638855,Bulgaria
2021-01-28,173.3844511864841,507,337,678,167.41640021916396,182.52135821612103,0.0,0.0,0.0,0.0,0.0,0.0,1.9251482598725556,1.9251482598725556,1.9251482598725556,1.9251482598725556,1.9251482598725556,1.9251482598725556,Bulgaria
2021-01-29,173.03988771642562,529,347,704,163.46247224212541,188.0463849738447,0.0,0.0,0.0,0.0,0.0,0.0,2.0572374728414164,2.0572374728414164,2.0572374728414164,2.0572374728414164,2.0572374728414164,2.0572374728414164,Bulgaria
2021-01-30,172.69532424636708,302,139,467,157.70383767781036,193.33852475002905,0.0,0.0,0.0,0.0,0.0,0.0,0.7476032066481987,0.7476032066481987,0.7476032066481987,0.7476032066481987,0.7476032066481987,0.7476032066481987,Bulgaria
2021-01-24,24.74447270581333,55,45,64,24.74447270581333,24.74447270581333,0.0,0.0,0.0,0.0,0.0,0.0,1.2082055082129186,1.2082055082129186,1.2082055082129186,1.2082055082129186,1.2082055082129186,1.2082055082129186,Burundi
2021-01-25,25.319483265544235,44,35,53,25.319483265544235,25.319483265544235,0.0,0.0,0.0,0.0,0.0,0.0,0.7186499022261651,0.7186499022261651,0.7186499022261651,0.7186499022261651,0.7186499022261651,0.7186499022261651,Burundi
2021-01-26,25.894493825275113,20,10,29,25.890441150792483,25.895141113359504,0.0,0.0,0.0,0.0,0.0,0.0,-0.22968349050085857,-0.22968349050085857,-0.22968349050085857,-0.22968349050085857,-0.22968349050085857,-0.22968349050085857,Burundi
2021-01-27,26.46950438500602,65,55,75,26.431554913318365,26.49135336496156,0.0,0.0,0.0,0.0,0.0,0.0,1.4524008296454487,1.4524008296454487,1.4524008296454487,1.4524008296454487,1.4524008296454487,1.4524008296454487,Burundi
2021-01-28,27.04451494473692,44,34,53,26.952721943205383,27.097060111632853,0.0,0.0,0.0,0.0,0.0,0.0,0.6400951467080411,0.6400951467080411,0.6400951467080411,0.6400951467080411,0.6400951467080411,0.6400951467080411,Burundi
2021-01-29,27.619525504467823,39,29,47,27.45783229417426,27.72252507142446,0.0,0.0,0.0,0.0,0.0,0.0,0.4194122320203505,0.4194122320203505,0.4194122320203505,0.4194122320203505,0.4194122320203505,0.4194122320203505,Burundi
2021-01-30,28.194536064198704,55,44,64,27.97222086972923,28.355185593146825,0.0,0.0,0.0,0.0,0.0,0.0,0.9336557305236244,0.9336557305236244,0.9336557305236244,0.9336557305236244,0.9336557305236244,0.9336557305236244,Burundi
2021-01-24,3351.757497116471,6182,5532,6779,3351.757497116471,3351.757497116471,0.0,0.0,0.0,0.0,0.0,0.0,0.8442868572382423,0.8442868572382423,0.8442868572382423,0.8442868572382423,0.8442868572382423,0.8442868572382423,Canada
2021-01-25,3345.8739650727352,7036,6353,7649,3345.8739650727352,3345.8739650727352,0.0,0.0,0.0,0.0,0.0,0.0,1.1029158231784286,1.1029158231784286,1.1029158231784286,1.1029158231784286,1.1029158231784286,1.1029158231784286,Canada
2021-01-26,3339.990433028999,5913,5288,6580,3339.893750782852,3339.990433028999,0.0,0.0,0.0,0.0,0.0,0.0,0.7702660039618164,0.7702660039618164,0.7702660039618164,0.7702660039618164,0.7702660039618164,0.7702660039618164,Canada
2021-01-27,3334.1069009852636,6006,5317,6662,3332.199925948426,3335.0065602656596,0.0,0.0,0.0,0.0,0.0,0.0,0.8012821583877898,0.8012821583877898,0.8012821583877898,0.8012821583877898,0.8012821583877898,0.8012821583877898,Canada
2021-01-28,3328.2233689415275,6298,5608,6917,3321.569536069913,3332.1210049848687,0.0,0.0,0.0,0.0,0.0,0.0,0.8921896452895113,0.8921896452895113,0.8921896452895113,0.8921896452895113,0.8921896452895113,0.8921896452895113,Canada
2021-01-29,3322.339836897792,5830,5205,6508,3310.7322526684898,3329.917153101707,0.0,0.0,0.0,0.0,0.0,0.0,0.7548515364553805,0.7548515364553805,0.7548515364553805,0.7548515364553805,0.7548515364553805,0.7548515364553805,Canada
2021-01-30,3316.4563048540554,5312,4655,5921,3298.885609186083,3329.2040481548743,0.0,0.0,0.0,0.0,0.0,0.0,0.6016271676586368,0.6016271676586368,0.6016271676586368,0.6016271676586368,0.6016271676586368,0.6016271676586368,Canada
2021-01-24,2003.6709985412833,4469,3752,5109,2003.6709985412833,2003.6709985412833,0.0,0.0,0.0,0.0,0.0,0.0,1.2302286350413283,1.2302286350413283,1.2302286350413283,1.2302286350413283,1.2302286350413283,1.2302286350413283,Chile
2021-01-25,2037.9932200209614,3966,3279,4649,2037.9932200209614,2037.9932200209614,0.0,0.0,0.0,0.0,0.0,0.0,0.9458986261975422,0.9458986261975422,0.9458986261975422,0.9458986261975422,0.9458986261975422,0.9458986261975422,Chile
2021-01-26,2072.3154415006366,3447,2768,4121,2072.3154415006366,2072.3154415006366,0.0,0.0,0.0,0.0,0.0,0.0,0.6631621988035923,0.6631621988035923,0.6631621988035923,0.6631621988035923,0.6631621988035923,0.6631621988035923,Chile
2021-01-27,2106.637662980313,3625,2949,4307,2101.570518332838,2108.5016696646867,0.0,0.0,0.0,0.0,0.0,0.0,0.7209547748548215,0.7209547748548215,0.7209547748548215,0.7209547748548215,0.7209547748548215,0.7209547748548215,Chile
2021-01-28,2140.9598844599896,4326,3625,5009,2128.462141771645,2146.58258444388,0.0,0.0,0.0,0.0,0.0,0.0,1.0207772700391458,1.0207772700391458,1.0207772700391458,1.0207772700391458,1.0207772700391458,1.0207772700391458,Chile
2021-01-29,2175.282105939666,4755,4097,5478,2155.4333514656837,2189.785996297037,0.0,0.0,0.0,0.0,0.0,0.0,1.1861400622007798,1.1861400622007798,1.1861400622007798,1.1861400622007798,1.1861400622007798,1.1861400622007798,Chile
2021-01-30,2209.6043274193444,6917,6232,7625,2183.076722852662,2232.362330017113,0.0,0.0,0.0,0.0,0.0,0.0,2.1304332057686075,2.1304332057686075,2.1304332057686075,2.1304332057686075,2.1304332057686075,2.1304332057686075,Chile
2021-01-24,61.0639590466393,93,-739,889,61.0639590466393,61.0639590466393,0.0,0.0,0.0,0.0,0.0,0.0,0.5187277952346699,0.5187277952346699,0.5187277952346699,0.5187277952346699,0.5187277952346699,0.5187277952346699,China
2021-01-25,61.59235568897275,86,-733,838,61.59235568897275,61.59235568897275,0.0,0.0,0.0,0.0,0.0,0.0,0.38985069429771196,0.38985069429771196,0.38985069429771196,0.38985069429771196,0.38985069429771196,0.38985069429771196,China
2021-01-26,62.120752331306186,99,-754,888,62.120752331306186,62.26550389189092,0.0,0.0,0.0,0.0,0.0,0.0,0.5894108316501808,0.5894108316501808,0.5894108316501808,0.5894108316501808,0.5894108316501808,0.5894108316501808,China
2021-01-27,62.64914897363964,76,-771,895,60.12322260412613,66.37584773673662,0.0,0.0,0.0,0.0,0.0,0.0,0.21405335531842037,0.21405335531842037,0.21405335531842037,0.21405335531842037,0.21405335531842037,0.21405335531842037,China
2021-01-28,63.177545615973074,254,-549,1125,55.44042840346103,72.7694199347558,0.0,0.0,0.0,0.0,0.0,0.0,3.027833579563661,3.027833579563661,3.027833579563661,3.027833579563661,3.027833579563661,3.027833579563661,China
2021-01-29,63.705942258306536,159,-665,995,49.613073719318905,79.29580646793289,0.0,0.0,0.0,0.0,0.0,0.0,1.4967555431248167,1.4967555431248167,1.4967555431248167,1.4967555431248167,1.4967555431248167,1.4967555431248167,China
2021-01-30,64.23433890063997,100,-727,958,43.345999159194086,86.53252155551317,0.0,0.0,0.0,0.0,0.0,0.0,0.5614159816099976,0.5614159816099976,0.5614159816099976,0.5614159816099976,0.5614159816099976,0.5614159816099976,China
2021-01-24,6765.940983914101,15205,14335,16105,6765.940983914101,6765.940983914101,0.0,0.0,0.0,0.0,0.0,0.0,1.247330352621829,1.247330352621829,1.247330352621829,1.247330352621829,1.247330352621829,1.247330352621829,Colombia
2021-01-25,6799.712551268302,13843,12935,14791,6799.712551268302,6799.712551268302,0.0,0.0,0.0,0.0,0.0,0.0,1.0358679589658304,1.0358679589658304,1.0358679589658304,1.0358679589658304,1.0358679589658304,1.0358679589658304,Colombia
2021-01-26,6833.484118622505,14694,13749,15680,6833.482212737298,6834.346442404224,0.0,0.0,0.0,0.0,0.0,0.0,1.1503257346075761,1.1503257346075761,1.1503257346075761,1.1503257346075761,1.1503257346075761,1.1503257346075761,Colombia
2021-01-27,6867.255685976705,16353,15376,17277,6861.9607081266395,6875.267486892344,0.0,0.0,0.0,0.0,0.0,0.0,1.3812669171854035,1.3812669171854035,1.3812669171854035,1.3812669171854035,1.3812669171854035,1.3812669171854035,Colombia
2021-01-28,6901.027253330906,17342,16532,18379,6885.243059976034,6924.749935727969,0.0,0.0,0.0,0.0,0.0,0.0,1.51293116268563,1.51293116268563,1.51293116268563,1.51293116268563,1.51293116268563,1.51293116268563,Colombia
2021-01-29,6934.798820685109,16728,15792,17741,6903.8112096411905,6978.365221906269,0.0,0.0,0.0,0.0,0.0,0.0,1.4121200264811193,1.4121200264811193,1.4121200264811193,1.4121200264811193,1.4121200264811193,1.4121200264811193,Colombia
2021-01-30,6968.570388039313,16887,15935,17816,6919.072085667306,7029.599970407192,0.0,0.0,0.0,0.0,0.0,0.0,1.4233463636397206,1.4233463636397206,1.4233463636397206,1.4233463636397206,1.4233463636397206,1.4233463636397206,Colombia
2021-01-24,201.81373928668725,559,377,722,201.81373928668725,201.81373928668725,0.0,0.0,0.0,0.0,0.0,0.0,1.7707504654949335,1.7707504654949335,1.7707504654949335,1.7707504654949335,1.7707504654949335,1.7707504654949335,Croatia
2021-01-25,199.64473993838706,295,109,482,199.64473993838706,199.64473993838706,0.0,0.0,0.0,0.0,0.0,0.0,0.478467261198306,0.478467261198306,0.478467261198306,0.478467261198306,0.478467261198306,0.478467261198306,Croatia
2021-01-26,197.47574059008699,445,259,628,197.44659284428278,197.59440228044411,0.0,0.0,0.0,0.0,0.0,0.0,1.2558908142638636,1.2558908142638636,1.2558908142638636,1.2558908142638636,1.2558908142638636,1.2558908142638636,Croatia
2021-01-27,195.30674124178665,678,483,872,190.69507127243935,198.75499770506593,0.0,0.0,0.0,0.0,0.0,0.0,2.473281860778162,2.473281860778162,2.473281860778162,2.473281860778162,2.473281860778162,2.473281860778162,Croatia
2021-01-28,193.13774189348646,732,527,924,182.64621016301146,201.2680454802831,0.0,0.0,0.0,0.0,0.0,0.0,2.791142942429687,2.791142942429687,2.791142942429687,2.791142942429687,2.791142942429687,2.791142942429687,Croatia
2021-01-29,190.96874254518627,672,476,877,175.9401910694,205.9045160242676,0.0,0.0,0.0,0.0,0.0,0.0,2.520690598381414,2.520690598381414,2.520690598381414,2.520690598381414,2.520690598381414,2.520690598381414,Croatia
2021-01-30,188.79974319688606,651,441,852,163.5865839256042,212.83470950038497,0.0,0.0,0.0,0.0,0.0,0.0,2.448998815523972,2.448998815523972,2.448998815523972,2.448998815523972,2.448998815523972,2.448998815523972,Croatia
2021-01-24,2652.503029148834,3939,2964,4890,2652.503029148834,2652.503029148834,0.0,0.0,0.0,0.0,0.0,0.0,0.48493251270261734,0.48493251270261734,0.48493251270261734,0.48493251270261734,0.48493251270261734,0.48493251270261734,Czechia
2021-01-25,2631.3041308851,4674,3630,5730,2631.3041308851007,2631.3041308851007,0.0,0.0,0.0,0.0,0.0,0.0,0.7764866392131354,0.7764866392131354,0.7764866392131354,0.7764866392131354,0.7764866392131354,0.7764866392131354,Czechia
2021-01-26,2610.1052326213685,8395,7413,9376,2610.1052326213685,2610.1052326213685,0.0,0.0,0.0,0.0,0.0,0.0,2.2164962599648437,2.2164962599648437,2.2164962599648437,2.2164962599648437,2.2164962599648437,2.2164962599648437,Czechia
2021-01-27,2588.906334357635,8935,7997,10024,2586.5489467677176,2595.2016761128257,0.0,0.0,0.0,0.0,0.0,0.0,2.451318046960688,2.451318046960688,2.451318046960688,2.451318046960688,2.451318046960688,2.451318046960688,Czechia
2021-01-28,2567.7074360939023,8898,7941,9955,2550.2260159514144,2583.5762935428434,0.0,0.0,0.0,0.0,0.0,0.0,2.465357112685717,2.465357112685717,2.465357112685717,2.465357112685717,2.465357112685717,2.465357112685717,Czechia
2021-01-29,2546.5085378301687,8042,7076,9125,2512.942670067823,2585.096322352346,0.0,0.0,0.0,0.0,0.0,0.0,2.157989878540833,2.157989878540833,2.157989878540833,2.157989878540833,2.157989878540833,2.157989878540833,Czechia
