ds,trend,confirmed,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,country
2021-01-30,2525.3096395664375,6634,5540,7655,2468.312571305649,2590.5699320335493,0.0,0.0,0.0,0.0,0.0,0.0,1.6268565608385241,1.6268565608385241,1.6268565608385241,1.6268565608385241,1.6268565608385241,1.6268565608385241,Czechia
2021-01-24,205.62560151275326,523,346,682,205.62560151275326,205.62560151275326,0.0,0.0,0.0,0.0,0.0,0.0,1.541411160286107,1.541411160286107,1.541411160286107,1.541411160286107,1.541411160286107,1.541411160286107,Denmark
2021-01-25,189.05991735355474,549,369,723,189.05991735355474,189.05991735355474,0.0,0.0,0.0,0.0,0.0,0.0,1.904039413271362,1.904039413271362,1.904039413271362,1.904039413271362,1.904039413271362,1.904039413271362,Denmark
2021-01-26,172.4942331943562,460,278,625,172.05010318045942,172.78780529985858,0.0,0.0,0.0,0.0,0.0,0.0,1.6687824774349063,1.6687824774349063,1.6687824774349063,1.6687824774349063,1.6687824774349063,1.6687824774349063,Denmark
2021-01-27,155.92854903515868,480,306,660,151.756549424691,159.02660435733802,0.0,0.0,0.0,0.0,0.0,0.0,2.0771380944181486,2.0771380944181486,2.0771380944181486,2.0771380944181486,2.0771380944181486,2.0771380944181486,Denmark
2021-01-28,139.36286487595916,435,245,612,130.7325642889454,148.0533655640616,0.0,0.0,0.0,0.0,0.0,0.0,2.1228361829249764,2.1228361829249764,2.1228361829249764,2.1228361829249764,2.1228361829249764,2.1228361829249764,Denmark
2021-01-29,122.79718071676065,426,232,635,109.59438950121184,137.3074006534202,0.0,0.0,0.0,0.0,0.0,0.0,2.4705845093978294,2.4705845093978294,2.4705845093978294,2.4705845093978294,2.4705845093978294,2.4705845093978294,Denmark
2021-01-30,106.23149655756214,319,128,511,86.04435107312061,126.96000749518237,0.0,0.0,0.0,0.0,0.0,0.0,2.004421797479544,2.004421797479544,2.004421797479544,2.004421797479544,2.004421797479544,2.004421797479544,Denmark
2021-01-24,745.4855108994415,1711,1454,1963,745.4855108994415,745.4855108994415,0.0,0.0,0.0,0.0,0.0,0.0,1.2948770898056894,1.2948770898056894,1.2948770898056894,1.2948770898056894,1.2948770898056894,1.2948770898056894,Dominican Republic
2021-01-25,754.4507481050645,1331,1097,1584,754.4507481050645,754.4507481050645,0.0,0.0,0.0,0.0,0.0,0.0,0.7646866839628021,0.7646866839628021,0.7646866839628021,0.7646866839628021,0.7646866839628021,0.7646866839628021,Dominican Republic
2021-01-26,763.415985310687,1146,895,1392,763.415985310687,763.415985310687,0.0,0.0,0.0,0.0,0.0,0.0,0.5008040938708224,0.5008040938708224,0.5008040938708224,0.5008040938708224,0.5008040938708224,0.5008040938708224,Dominican Republic
2021-01-27,772.3812225163097,1687,1437,1913,771.93472066441,772.9204772493873,0.0,0.0,0.0,0.0,0.0,0.0,1.1839959073459103,1.1839959073459103,1.1839959073459103,1.1839959073459103,1.1839959073459103,1.1839959073459103,Dominican Republic
2021-01-28,781.3464597219322,1815,1589,2062,779.8506715885951,782.7856273830569,0.0,0.0,0.0,0.0,0.0,0.0,1.3224856721294584,1.3224856721294584,1.3224856721294584,1.3224856721294584,1.3224856721294584,1.3224856721294584,Dominican Republic
2021-01-29,790.3116969275552,1800,1560,2051,787.663473674264,792.9723833724549,0.0,0.0,0.0,0.0,0.0,0.0,1.278059440957006,1.278059440957006,1.278059440957006,1.278059440957006,1.278059440957006,1.278059440957006,Dominican Republic
2021-01-30,799.2769341331773,2119,1870,2361,795.0784498138229,803.6850009050687,0.0,0.0,0.0,0.0,0.0,0.0,1.6511473386907092,1.6511473386907092,1.6511473386907092,1.6511473386907092,1.6511473386907092,1.6511473386907092,Dominican Republic
2021-01-24,216.48106024617164,715,628,811,216.48106024617164,216.48106024617164,0.0,0.0,0.0,,,,2.3022748161823925,2.3022748161823925,2.3022748161823925,2.3022748161823925,2.3022748161823925,2.3022748161823925,Egypt
2021-01-25,209.41952070173386,696,606,786,209.41952070173386,209.41952070173386,0.0,0.0,0.0,,,,2.3238670456126007,2.3238670456126007,2.3238670456126007,2.3238670456126007,2.3238670456126007,2.3238670456126007,Egypt
2021-01-26,202.35798115729645,654,558,752,202.1644962377523,202.35798115729645,0.0,0.0,0.0,,,,2.2304186063407143,2.2304186063407143,2.2304186063407143,2.2304186063407143,2.2304186063407143,2.2304186063407143,Egypt
2021-01-27,195.29644161285864,625,529,717,193.77350105211192,195.66865625566834,0.0,0.0,0.0,,,,2.1990475532408724,2.1990475532408724,2.1990475532408724,2.1990475532408724,2.1990475532408724,2.1990475532408724,Egypt
2021-01-28,188.23490206842084,620,523,725,184.49768506730334,190.55831436498048,0.0,0.0,0.0,,,,2.2929611158012406,2.2929611158012406,2.2929611158012406,2.2929611158012406,2.2929611158012406,2.2929611158012406,Egypt
2021-01-29,181.17336252398303,628,528,723,174.31689898788994,186.37429420195178,0.0,0.0,0.0,,,,2.4653140418373325,2.4653140418373325,2.4653140418373325,2.4653140418373325,2.4653140418373325,2.4653140418373325,Egypt
2021-01-30,174.11182297954562,581,469,684,164.02701044860302,181.94608580809918,0.0,0.0,0.0,,,,2.3345588786198634,2.3345588786198634,2.3345588786198634,2.3345588786198634,2.3345588786198634,2.3345588786198634,Egypt
2021-01-24,281.3012998417515,450,401,499,281.3012998417515,281.3012998417515,0.0,0.0,0.0,0.0,0.0,0.0,0.6009423525417845,0.6009423525417845,0.6009423525417845,0.6009423525417845,0.6009423525417845,0.6009423525417845,Estonia
2021-01-25,280.8960382236011,308,258,355,280.8960382236011,280.8960382236011,0.0,0.0,0.0,0.0,0.0,0.0,0.09505667155510215,0.09505667155510215,0.09505667155510215,0.09505667155510215,0.09505667155510215,0.09505667155510215,Estonia
2021-01-26,280.49077660545066,392,344,438,280.49077660545066,280.49483647022066,0.0,0.0,0.0,0.0,0.0,0.0,0.3963300152889851,0.3963300152889851,0.3963300152889851,0.3963300152889851,0.3963300152889851,0.3963300152889851,Estonia
2021-01-27,280.08551498730026,632,586,684,280.04091242229384,280.2301778957345,0.0,0.0,0.0,0.0,0.0,0.0,1.257191783347613,1.257191783347613,1.257191783347613,1.257191783347613,1.257191783347613,1.257191783347613,Estonia
2021-01-28,279.6802533691498,646,596,691,279.45109607460006,280.0468706611961,0.0,0.0,0.0,0.0,0.0,0.0,1.3087029242568504,1.3087029242568504,1.3087029242568504,1.3087029242568504,1.3087029242568504,1.3087029242568504,Estonia
2021-01-29,279.27499175099945,527,477,573,278.75203239005265,279.9422709950352,0.0,0.0,0.0,0.0,0.0,0.0,0.8854927315660067,0.8854927315660067,0.8854927315660067,0.8854927315660067,0.8854927315660067,0.8854927315660067,Estonia
2021-01-30,278.8697301328491,565,517,615,278.0162470715268,279.95553406730147,0.0,0.0,0.0,0.0,0.0,0.0,1.0251530779638014,1.0251530779638014,1.0251530779638014,1.0251530779638014,1.0251530779638014,1.0251530779638014,Estonia
2021-01-24,131.4801672352256,288,238,339,131.4801672352256,131.4801672352256,0.0,0.0,0.0,0.0,0.0,0.0,1.1932918914827708,1.1932918914827708,1.1932918914827708,1.1932918914827708,1.1932918914827708,1.1932918914827708,Finland
2021-01-25,133.48848720256507,228,178,278,133.48848720256507,133.48848720256507,0.0,0.0,0.0,0.0,0.0,0.0,0.7058368276524706,0.7058368276524706,0.7058368276524706,0.7058368276524706,0.7058368276524706,0.7058368276524706,Finland
2021-01-26,135.49680716990466,338,286,388,135.45543107973796,135.49680716990466,0.0,0.0,0.0,0.0,0.0,0.0,1.4911819440389238,1.4911819440389238,1.4911819440389238,1.4911819440389238,1.4911819440389238,1.4911819440389238,Finland
2021-01-27,137.50512713724422,367,314,421,137.09723696817747,137.51858559082748,0.0,0.0,0.0,0.0,0.0,0.0,1.672168469993489,1.672168469993489,1.672168469993489,1.672168469993489,1.672168469993489,1.672168469993489,Finland
2021-01-28,139.51344710458372,403,352,457,138.58382170599543,139.76681210656741,0.0,0.0,0.0,0.0,0.0,0.0,1.8899582285679624,1.8899582285679624,1.8899582285679624,1.8899582285679624,1.8899582285679624,1.8899582285679624,Finland
2021-01-29,141.52176707192328,395,343,449,140.0471387345628,142.22409880047414,0.0,0.0,0.0,0.0,0.0,0.0,1.7941357534128204,1.7941357534128204,1.7941357534128204,1.7941357534128204,1.7941357534128204,1.7941357534128204,Finland
2021-01-30,143.53008703926275,382,325,434,141.58222983657393,144.85556105104382,0.0,0.0,0.0,0.0,0.0,0.0,1.6641992286769909,1.6641992286769909,1.6641992286769909,1.6641992286769909,1.6641992286769909,1.6641992286769909,Finland
2021-01-24,8687.369171973489,17594,10694,25131,8687.369171973489,8687.369171973489,0.0,0.0,0.0,0.0,0.0,0.0,1.0252678092842817,1.0252678092842817,1.0252678092842817,1.0252678092842817,1.0252678092842817,1.0252678092842817,France
2021-01-25,8787.4109138908,26206,18983,33242,8787.4109138908,8787.4109138908,0.0,0.0,0.0,0.0,0.0,0.0,1.9822557121522846,1.9822557121522846,1.9822557121522846,1.9822557121522846,1.9822557121522846,1.9822557121522846,France
2021-01-26,8887.452655808123,21372,14184,29101,8887.452655808123,8887.452655808123,0.0,0.0,0.0,0.0,0.0,0.0,1.404702603967878,1.404702603967878,1.404702603967878,1.404702603967878,1.404702603967878,1.404702603967878,France
2021-01-27,8987.494397725435,21331,13586,29229,8969.759269342208,8999.344168199448,0.0,0.0,0.0,0.0,0.0,0.0,1.3733798313078762,1.3733798313078762,1.3733798313078762,1.3733798313078762,1.3733798313078762,1.3733798313078762,France
2021-01-28,9087.53613964276,23558,16107,31206,9018.110849067372,9140.251271101177,0.0,0.0,0.0,0.0,0.0,0.0,1.592326506960785,1.592326506960785,1.592326506960785,1.592326506960785,1.592326506960785,1.592326506960785,France
2021-01-29,9187.57788156007,22885,14247,30040,9035.451647967102,9330.693697267385,0.0,0.0,0.0,0.0,0.0,0.0,1.490893303223242,1.490893303223242,1.490893303223242,1.490893303223242,1.490893303223242,1.490893303223242,France
2021-01-30,9287.619623477394,20962,13636,28654,9060.166878771237,9526.595214675926,0.0,0.0,0.0,0.0,0.0,0.0,1.2570010106311063,1.2570010106311063,1.2570010106311063,1.2570010106311063,1.2570010106311063,1.2570010106311063,France
2021-01-24,308.563647625724,741,455,1031,308.563647625724,308.563647625724,0.0,0.0,0.0,0.0,0.0,0.0,1.402390103163801,1.402390103163801,1.402390103163801,1.402390103163801,1.402390103163801,1.402390103163801,Georgia
2021-01-25,310.53577007688756,601,336,883,310.53577007688756,310.53577007688756,0.0,0.0,0.0,0.0,0.0,0.0,0.936649502450999,0.936649502450999,0.936649502450999,0.936649502450999,0.936649502450999,0.936649502450999,Georgia
2021-01-26,312.50789252805106,835,557,1137,312.40133540478325,312.9459114677107,0.0,0.0,0.0,0.0,0.0,0.0,1.6717001316278604,1.6717001316278604,1.6717001316278604,1.6717001316278604,1.6717001316278604,1.6717001316278604,Georgia
2021-01-27,314.4800149792146,815,525,1109,311.73105208545456,317.37003650230884,0.0,0.0,0.0,0.0,0.0,0.0,1.5917546576435313,1.5917546576435313,1.5917546576435313,1.5917546576435313,1.5917546576435313,1.5917546576435313,Georgia
2021-01-28,316.4521374303782,841,559,1125,310.1183074074727,323.4035032888652,0.0,0.0,0.0,0.0,0.0,0.0,1.6582989122539558,1.6582989122539558,1.6582989122539558,1.6582989122539558,1.6582989122539558,1.6582989122539558,Georgia
2021-01-29,318.42425988154173,870,548,1161,307.96119583908734,331.0433095423817,0.0,0.0,0.0,0.0,0.0,0.0,1.7320758503017615,1.7320758503017615,1.7320758503017615,1.7320758503017615,1.7320758503017615,1.7320758503017615,Georgia
2021-01-30,320.3963823327053,894,587,1194,304.74645273895914,338.46335153728546,0.0,0.0,0.0,0.0,0.0,0.0,1.790894876507363,1.790894876507363,1.790894876507363,1.790894876507363,1.790894876507363,1.790894876507363,Georgia
2021-01-24,7120.396774977333,6930,3528,10634,7120.396774977333,7120.396774977333,0.0,0.0,0.0,0.0,0.0,0.0,-0.026698561364463594,-0.026698561364463594,-0.026698561364463594,-0.026698561364463594,-0.026698561364463594,-0.026698561364463594,Germany
2021-01-25,7007.777612599941,9296,5726,12951,7007.777612599941,7007.777612599941,0.0,0.0,0.0,0.0,0.0,0.0,0.326544982583307,0.326544982583307,0.326544982583307,0.326544982583307,0.326544982583307,0.326544982583307,Germany
2021-01-26,6895.158450222554,17014,13476,20649,6895.158450222554,6895.158450222554,0.0,0.0,0.0,0.0,0.0,0.0,1.4675310685214509,1.4675310685214509,1.4675310685214509,1.4675310685214509,1.4675310685214509,1.4675310685214509,Germany
2021-01-27,6782.539287845173,18943,15500,22282,6776.835113444553,6786.326776823228,0.0,0.0,0.0,0.0,0.0,0.0,1.792976133046141,1.792976133046141,1.792976133046141,1.792976133046141,1.792976133046141,1.792976133046141,Germany
2021-01-28,6669.920125467792,16184,12767,19482,6650.615813556853,6687.945187316533,0.0,0.0,0.0,0.0,0.0,0.0,1.4264220586598708,1.4264220586598708,1.4264220586598708,1.4264220586598708,1.4264220586598708,1.4264220586598708,Germany
2021-01-29,6557.3009630904,13305,9801,17012,6518.738738054264,6601.129816979685,0.0,0.0,0.0,0.0,0.0,0.0,1.0290140068718565,1.0290140068718565,1.0290140068718565,1.0290140068718565,1.0290140068718565,1.0290140068718565,Germany
2021-01-30,6444.681800713019,11138,8015,14859,6388.007081639685,6511.000400232877,0.0,0.0,0.0,0.0,0.0,0.0,0.7283112431065538,0.7283112431065538,0.7283112431065538,0.7283112431065538,0.7283112431065538,0.7283112431065538,Germany
2021-01-24,160.65681520874114,325,213,434,160.65681520874114,160.65681520874114,0.0,0.0,0.0,0.0,0.0,0.0,1.02373080299051,1.02373080299051,1.02373080299051,1.02373080299051,1.02373080299051,1.02373080299051,Greece
2021-01-25,160.60525154257212,333,217,443,160.60525154257212,160.60525154257212,0.0,0.0,0.0,0.0,0.0,0.0,1.0745600652770806,1.0745600652770806,1.0745600652770806,1.0745600652770806,1.0745600652770806,1.0745600652770806,Greece
2021-01-26,160.55368787640313,484,353,599,159.72258630433402,160.55368787640313,0.0,0.0,0.0,0.0,0.0,0.0,2.016954674428995,2.016954674428995,2.016954674428995,2.016954674428995,2.016954674428995,2.016954674428995,Greece
2021-01-27,160.50212421023411,559,436,672,156.9617157001146,162.54589563418997,0.0,0.0,0.0,0.0,0.0,0.0,2.4803678395319224,2.4803678395319224,2.4803678395319224,2.4803678395319224,2.4803678395319224,2.4803678395319224,Greece
2021-01-28,160.45056054406513,561,433,681,152.51281572333795,164.80075368863265,0.0,0.0,0.0,0.0,0.0,0.0,2.49716083179928,2.49716083179928,2.49716083179928,2.49716083179928,2.49716083179928,2.49716083179928,Greece
2021-01-29,160.3989968778961,515,384,644,148.06783654167967,168.20241288935694,0.0,0.0,0.0,0.0,0.0,0.0,2.2132461929331866,2.2132461929331866,2.2132461929331866,2.2132461929331866,2.2132461929331866,2.2132461929331866,Greece
2021-01-30,160.3474332117271,486,345,617,143.5960410239097,172.39593371644457,0.0,0.0,0.0,0.0,0.0,0.0,2.0305045726402877,2.0305045726402877,2.0305045726402877,2.0305045726402877,2.0305045726402877,2.0305045726402877,Greece
2021-01-24,523.0514387966971,966,706,1233,523.0514387966971,523.0514387966971,0.0,0.0,0.0,0.0,0.0,0.0,0.84634279437809,0.84634279437809,0.84634279437809,0.84634279437809,0.84634279437809,0.84634279437809,Honduras
2021-01-25,528.7333108353167,803,528,1046,528.7333108353167,528.7333108353167,0.0,0.0,0.0,0.0,0.0,0.0,0.5186560412915241,0.5186560412915241,0.5186560412915241,0.5186560412915241,0.5186560412915241,0.5186560412915241,Honduras
2021-01-26,534.415182873937,896,616,1172,534.415182873937,534.5051222310963,0.0,0.0,0.0,0.0,0.0,0.0,0.6770719401654154,0.6770719401654154,0.6770719401654154,0.6770719401654154,0.6770719401654154,0.6770719401654154,Honduras
2021-01-27,540.0970549125568,1021,757,1272,539.9146152523508,540.3346217273972,0.0,0.0,0.0,0.0,0.0,0.0,0.8899771569221984,0.8899771569221984,0.8899771569221984,0.8899771569221984,0.8899771569221984,0.8899771569221984,Honduras
2021-01-28,545.7789269511771,904,649,1188,545.3097325561877,546.2749700765131,0.0,0.0,0.0,0.0,0.0,0.0,0.6555478906075546,0.6555478906075546,0.6555478906075546,0.6555478906075546,0.6555478906075546,0.6555478906075546,Honduras
2021-01-29,551.4607989897968,959,699,1222,550.6448025128977,552.4952243528516,0.0,0.0,0.0,0.0,0.0,0.0,0.7383152878007876,0.7383152878007876,0.7383152878007876,0.7383152878007876,0.7383152878007876,0.7383152878007876,Honduras
2021-01-30,557.1426710284169,1090,829,1356,555.7696022389937,558.709705186298,0.0,0.0,0.0,0.0,0.0,0.0,0.9569317729886229,0.9569317729886229,0.9569317729886229,0.9569317729886229,0.9569317729886229,0.9569317729886229,Honduras
2021-01-24,431.6190409207121,1197,744,1602,431.6190409207121,431.6190409207121,0.0,0.0,0.0,0.0,0.0,0.0,1.773534738723572,1.773534738723572,1.773534738723572,1.773534738723572,1.773534738723572,1.773534738723572,Hungary
2021-01-25,424.6962514018596,1018,573,1465,424.6962514018596,424.6962514018596,0.0,0.0,0.0,0.0,0.0,0.0,1.3969808412555424,1.3969808412555424,1.3969808412555424,1.3969808412555424,1.3969808412555424,1.3969808412555424,Hungary
2021-01-26,417.7734618830076,797,373,1220,417.3210938646971,418.66068812774995,0.0,0.0,0.0,0.0,0.0,0.0,0.908174094052362,0.908174094052362,0.908174094052362,0.908174094052362,0.908174094052362,0.908174094052362,Hungary
2021-01-27,410.8506723641547,852,410,1286,407.3517885738229,414.7180261888113,0.0,0.0,0.0,0.0,0.0,0.0,1.0749539844730496,1.0749539844730496,1.0749539844730496,1.0749539844730496,1.0749539844730496,1.0749539844730496,Hungary
2021-01-28,403.9278828453027,1119,651,1527,396.4327032404005,411.52265867343505,0.0,0.0,0.0,0.0,0.0,0.0,1.769782963563778,1.769782963563778,1.769782963563778,1.769782963563778,1.769782963563778,1.769782963563778,Hungary
2021-01-29,397.0050933264502,1184,721,1659,382.1527297883823,413.4817211833664,0.0,0.0,0.0,0.0,0.0,0.0,1.98156267385742,1.98156267385742,1.98156267385742,1.98156267385742,1.98156267385742,1.98156267385742,Hungary
2021-01-30,390.0823038075981,1078,604,1511,368.3571886286804,413.3619885570914,0.0,0.0,0.0,0.0,0.0,0.0,1.7643434270905434,1.7643434270905434,1.7643434270905434,1.7643434270905434,1.7643434270905434,1.7643434270905434,Hungary
2021-01-22,3.3949397313686154,11,-5,26,3.3949397313686154,3.3949397313686154,0.0,0.0,0.0,0.0,0.0,0.0,2.1843017329601855,2.1843017329601855,2.1843017329601855,2.1843017329601855,2.1843017329601855,2.1843017329601855,Iceland
2021-01-23,3.3715270182824275,11,-5,28,3.3715270182824275,3.3715270182824275,0.0,0.0,0.0,0.0,0.0,0.0,2.142378966444301,2.142378966444301,2.142378966444301,2.142378966444301,2.142378966444301,2.142378966444301,Iceland
2021-01-24,3.348114305196239,8,-7,24,3.3452016549610937,3.348114305196239,0.0,0.0,0.0,0.0,0.0,0.0,1.468760148067567,1.468760148067567,1.468760148067567,1.468760148067567,1.468760148067567,1.468760148067567,Iceland
2021-01-25,3.324701592110051,8,-7,25,3.271034332566247,3.369420420325356,0.0,0.0,0.0,0.0,0.0,0.0,1.498079793910366,1.498079793910366,1.498079793910366,1.498079793910366,1.498079793910366,1.498079793910366,Iceland
2021-01-26,3.3012888790238644,10,-6,25,3.154223791195324,3.44200913427173,0.0,0.0,0.0,0.0,0.0,0.0,1.9740885067177427,1.9740885067177427,1.9740885067177427,1.9740885067177427,1.9740885067177427,1.9740885067177427,Iceland
2021-01-27,3.277876165937676,10,-5,26,2.9917767384630323,3.5393634647325505,0.0,0.0,0.0,0.0,0.0,0.0,2.160733192563823,2.160733192563823,2.160733192563823,2.160733192563823,2.160733192563823,2.160733192563823,Iceland
2021-01-28,3.2544634528514895,10,-6,26,2.8110623375132664,3.6739052575642166,0.0,0.0,0.0,0.0,0.0,0.0,2.0350748445631894,2.0350748445631894,2.0350748445631894,2.0350748445631894,2.0350748445631894,2.0350748445631894,Iceland
2021-01-24,4833.516111992984,12561,10745,14332,4833.516111992984,4833.516111992984,0.0,0.0,0.0,0.0,0.0,0.0,1.598639372922677,1.598639372922677,1.598639372922677,1.598639372922677,1.598639372922677,1.598639372922677,India
2021-01-25,4730.257540828214,10745,8899,12628,4730.257540828214,4730.257540828214,0.0,0.0,0.0,0.0,0.0,0.0,1.2715523469043812,1.2715523469043812,1.2715523469043812,1.2715523469043812,1.2715523469043812,1.2715523469043812,India
2021-01-26,4626.998969663432,11922,10023,13880,4626.998969663432,4643.483621853493,0.0,0.0,0.0,0.0,0.0,0.0,1.5765945662622929,1.5765945662622929,1.5765945662622929,1.5765945662622929,1.5765945662622929,1.5765945662622929,India
2021-01-27,4523.740398498662,12624,10597,14501,4512.099003659903,4581.809019564083,0.0,0.0,0.0,0.0,0.0,0.0,1.7905598720008087,1.7905598720008087,1.7905598720008087,1.7905598720008087,1.7905598720008087,1.7905598720008087,India
2021-01-28,4420.4818273338915,12100,10078,14147,4331.6724547764425,4542.343236959891,0.0,0.0,0.0,0.0,0.0,0.0,1.7371989100878136,1.7371989100878136,1.7371989100878136,1.7371989100878136,1.7371989100878136,1.7371989100878136,India
2021-01-29,4317.223256169121,11864,9744,14102,4160.82132761082,4528.044945471858,0.0,0.0,0.0,0.0,0.0,0.0,1.748163586695078,1.748163586695078,1.748163586695078,1.748163586695078,1.748163586695078,1.748163586695078,India
2021-01-30,4213.96468500435,11919,9797,14176,3968.6113287906305,4545.209074784045,359.60751629264473,359.60751629264473,359.60751629264473,359.60751629264473,359.60751629264473,359.60751629264473,1.7431953527060702,1.7431953527060702,1.7431953527060702,1.7431953527060702,1.7431953527060702,1.7431953527060702,India
2021-01-24,5506.75292765715,12059,11634,12467,5506.75292765715,5506.75292765715,0.0,0.0,0.0,0.0,0.0,0.0,1.189868757540412,1.189868757540412,1.189868757540412,1.189868757540412,1.189868757540412,1.189868757540412,Indonesia
2021-01-25,5556.185861338902,10589,10188,10974,5556.185861338902,5556.185861338902,0.0,0.0,0.0,0.0,0.0,0.0,0.905767800924471,0.905767800924471,0.905767800924471,0.905767800924471,0.905767800924471,0.905767800924471,Indonesia
2021-01-26,5605.618795020654,11395,11012,11793,5605.589833427208,5605.618795020654,0.0,0.0,0.0,0.0,0.0,0.0,1.032751231085826,1.032751231085826,1.032751231085826,1.032751231085826,1.032751231085826,1.032751231085826,Indonesia
2021-01-27,5655.0517287024095,13039,12603,13429,5651.353140594234,5658.31317044907,0.0,0.0,0.0,0.0,0.0,0.0,1.3057580782844096,1.3057580782844096,1.3057580782844096,1.3057580782844096,1.3057580782844096,1.3057580782844096,Indonesia
2021-01-28,5704.484662384158,13394,13003,13827,5692.969926698228,5712.528818110888,0.0,0.0,0.0,0.0,0.0,0.0,1.3480162206934492,1.3480162206934492,1.3480162206934492,1.3480162206934492,1.3480162206934492,1.3480162206934492,Indonesia
2021-01-29,5753.9175960659095,13849,13418,14259,5734.462444378157,5768.116476362117,0.0,0.0,0.0,0.0,0.0,0.0,1.4068312536717025,1.4068312536717025,1.4068312536717025,1.4068312536717025,1.4068312536717025,1.4068312536717025,Indonesia
2021-01-30,5803.350529747661,13863,13425,14297,5775.567053063305,5826.374687779531,0.0,0.0,0.0,0.0,0.0,0.0,1.3887416966528725,1.3887416966528725,1.3887416966528725,1.3887416966528725,1.3887416966528725,1.3887416966528725,Indonesia
2021-01-24,613.773352140605,1810,1686,1927,613.773352140605,613.773352140605,0.0,0.0,0.0,0.0,0.0,0.0,1.9494915213261128,1.9494915213261128,1.9494915213261128,1.9494915213261128,1.9494915213261128,1.9494915213261128,Ireland
2021-01-25,560.9251627762227,1379,1247,1491,560.9251627762227,560.9251627762227,0.0,0.0,0.0,0.0,0.0,0.0,1.4592703920922496,1.4592703920922496,1.4592703920922496,1.4592703920922496,1.4592703920922496,1.4592703920922496,Ireland
2021-01-26,508.07697341184047,1253,1127,1380,508.07697341184047,508.07697341184047,0.0,0.0,0.0,0.0,0.0,0.0,1.4654966591257785,1.4654966591257785,1.4654966591257785,1.4654966591257785,1.4654966591257785,1.4654966591257785,Ireland
2021-01-27,455.22878404746194,1352,1227,1488,452.30560012366914,456.5518895336122,0.0,0.0,0.0,0.0,0.0,0.0,1.970053851366522,1.970053851366522,1.970053851366522,1.970053851366522,1.970053851366522,1.970053851366522,Ireland
2021-01-28,402.3805946830761,1310,1165,1445,395.31099773397693,409.8039628831812,0.0,0.0,0.0,0.0,0.0,0.0,2.255494748538118,2.255494748538118,2.255494748538118,2.255494748538118,2.255494748538118,2.255494748538118,Ireland
2021-01-29,349.53240531869386,1113,953,1266,334.26953754833926,363.54308531264803,0.0,0.0,0.0,0.0,0.0,0.0,2.1832188695929005,2.1832188695929005,2.1832188695929005,2.1832188695929005,2.1832188695929005,2.1832188695929005,Ireland
2021-01-30,296.68421595431164,911,753,1068,270.74753421388795,318.7152704584201,0.0,0.0,0.0,0.0,0.0,0.0,2.070927261151705,2.070927261151705,2.070927261151705,2.070927261151705,2.070927261151705,2.070927261151705,Ireland
2021-01-24,2422.8187951153877,5915,5378,6454,2422.8187951153877,2422.8187951153877,0.0,0.0,0.0,0.0,0.0,0.0,1.4411704911852412,1.4411704911852412,1.4411704911852412,1.4411704911852412,1.4411704911852412,1.4411704911852412,Israel
2021-01-25,2394.489066044673,7298,6766,7813,2394.489066044673,2394.489066044673,0.0,0.0,0.0,0.0,0.0,0.0,2.0478852436171477,2.0478852436171477,2.0478852436171477,2.0478852436171477,2.0478852436171477,2.0478852436171477,Israel
2021-01-26,2366.159336973958,7448,6904,8011,2366.159336973958,2366.33115063733,0.0,0.0,0.0,0.0,0.0,0.0,2.1475677437900225,2.1475677437900225,2.1475677437900225,2.1475677437900225,2.1475677437900225,2.1475677437900225,Israel
2021-01-27,2337.829607903245,7759,7199,8340,2335.51664290287,2342.187000850261,0.0,0.0,0.0,0.0,0.0,0.0,2.3190794715656997,2.3190794715656997,2.3190794715656997,2.3190794715656997,2.3190794715656997,2.3190794715656997,Israel
2021-01-28,2309.49987883253,7597,7057,8175,2300.921847037452,2322.2044285537063,0.0,0.0,0.0,0.0,0.0,0.0,2.2893720460229168,2.2893720460229168,2.2893720460229168,2.2893720460229168,2.2893720460229168,2.2893720460229168,Israel
2021-01-29,2281.170149761815,5739,5193,6292,2261.8250431566826,2302.996349746633,0.0,0.0,0.0,0.0,0.0,0.0,1.5157753478874216,1.5157753478874216,1.5157753478874216,1.5157753478874216,1.5157753478874216,1.5157753478874216,Israel
2021-01-30,2252.8404206911005,5867,5319,6414,2222.205704821502,2285.383781791834,0.0,0.0,0.0,0.0,0.0,0.0,1.6043650887845626,1.6043650887845626,1.6043650887845626,1.6043650887845626,1.6043650887845626,1.6043650887845626,Israel
2021-01-24,4054.3032195319083,11948,11120,12745,4054.3032195319083,4054.3032195319083,0.0,0.0,0.0,0.0,0.0,0.0,1.9470689750873267,1.9470689750873267,1.9470689750873267,1.9470689750873267,1.9470689750873267,1.9470689750873267,Italy
2021-01-25,4044.5751707027157,9303,8468,10158,4044.5751707027157,4044.5751707027157,0.0,0.0,0.0,0.0,0.0,0.0,1.300227680259767,1.300227680259767,1.300227680259767,1.300227680259767,1.300227680259767,1.300227680259767,Italy
2021-01-26,4034.8471218735235,10899,9996,11752,4034.8471218735235,4034.8471218735235,0.0,0.0,0.0,0.0,0.0,0.0,1.7011561256950882,1.7011561256950882,1.7011561256950882,1.7011561256950882,1.7011561256950882,1.7011561256950882,Italy
